NAME,FPl,Layer,SubLayer,PosX,PosY,PosZ,TUCal,TUOff,TUSlw,QUCal,QUPed,TDCal,TDOff,TDSlw,QDCal,QDPed,DTCal,DTOff,TAveOff,tu_geo,tu_ch,qu_geo,qu_ch,td_geo,td_ch,qd_geo,qd_ch,Ignore,,,
V109,13,1,0,648,0,11493.72,0.0698844,0,40,0.040593,286.408,0.0671483,0,40,0.0391120011,265.362,7.21571,143.0058,-13.879,19,8,29,8,19,24,29,24,0,6480,0,114937.2
V110,13,1,0,958,0,11508.72,0.0682508,0,40,0.0354615,143.931,0.0685857,0,40,0.0412779658,145.85,7.1328,105.7806,-14.3784,19,9,29,9,19,25,29,25,0,9580,0,115087.2
V111,13,1,0,1268,0,11493.72,0.067896,0,40,0.041888,127.071,0.0684173,0,40,0.0408383292,335.526,7.15133,83.84665,-14.5161,19,10,29,10,19,26,29,31,0,12680,0,114937.2
V112,13,1,0,1578,0,11508.72,0.068543,0,40,0.0386243333,132.753,0.067822,0,40,0.0405640019,118.193,7.11316,90.1561,-14.51098,19,11,29,11,19,27,29,27,0,15780,0,115087.2
V201,13,2,0,-1832,0,12339.72,0.0675475,0,40,0.0418193333,278.196,0.0680886,0,40,0.0385617991,247.465,7.07466,2.90557,-17.1627,20,0,30,0,20,16,30,16,0,-18320,0,123397.2
V202,13,2,0,-1522,0,12354.72,0.0677859,0,40,0.0419181667,295.191,0.0684623,0,40,0.0410414683,273.686,7.09006,32.6936,-16.7214,20,1,30,1,20,17,30,17,0,-15220,0,123547.2
V203,13,2,0,-1212,0,12339.72,0.0693683,0,40,0.0404989167,247.986,0.0695608,0,40,0.0394601847,267.849,7.02945,-4.70842,-16.8654,20,2,30,2,20,18,30,18,0,-12120,0,123397.2
V204,13,2,0,-902,0,12354.72,0.0684213,0,40,0.040305,144.279,0.0694359,0,40,0.0397842104,216.098,7.07743,-21.6756,-15.9898,20,3,30,3,20,19,30,19,0,-9020,0,123547.2
V205,13,2,0,-592,0,12339.72,0.0669742,0,40,0.0412976667,73.2799,0.0674792,0,40,0.0391089419,321.186,7.03385,-8.6867,-16.0768,20,4,30,4,20,20,30,20,0,-5920,0,123397.2
V206,13,2,0,-282,0,12354.72,0.0681234,0,40,0.0406186667,163.459,0.0682408,0,40,0.0425314733,135.303,7.00377,1.27471,-12.9548,20,5,30,5,20,21,30,21,0,-2820,0,123547.2
V207,13,2,0,28,0,12339.72,0.0694493,0,40,0.0413005,204.037,0.068356,0,40,0.0409480288,256.268,7.00517,8.185859,-17.3386,20,6,30,6,20,22,30,22,0,280,0,123397.2
V208,13,2,0,338,0,12354.72,0.0679873,0,40,0.0414435833,198.64,0.0717386,0,40,0.0413927844,254.478,6.96197,16.22274,-14.2395,20,7,30,7,20,23,30,23,0,3380,0,123547.2
V209,13,2,0,648,0,12339.72,0.0676728,0,40,0.0437415,244.167,0.067856,0,40,0.0409212185,261.401,6.98495,0.65388,-15.3868,20,8,30,8,20,31,30,24,0,6480,0,123397.2
V210,13,2,0,958,0,12354.72,0.0688244,0,40,0.04344575,196.275,0.067395,0,40,0.0404746871,228.26,7.05624,20.7466,-15.0547,20,9,30,9,20,25,30,25,0,9580,0,123547.2
V211,13,2,0,1268,0,12339.72,0.0691101,0,40,0.0381091667,269.966,0.0686054,0,40,0.0397557407,275.115,7.06582,40.6753,-15.7026,20,10,30,10,20,26,30,26,0,12680,0,123397.2
V212,13,2,0,1578,0,12354.72,0.0675374,0,40,0.04353275,236.448,0.0673112,0,40,0.0414745015,330.666,6.99144,22.0388,-14.4774,20,11,30,11,20,27,30,27,0,15780,0,123547.2
Interrupt,13,2,0,0,0,0,144.0656169,0,0,0,0,144.0671968,0,0,0,0,0,0,0,-1,-1,30,31,-1,-1,-1,-1,0,0,0,0
